id,trigger,conditions,script,text,options,notes,New Column,Column 09
mimikko_xihemeet_4,DialogOptionSelected,$option == mimikko_xihemeet_3,,"After discussing the plan with a few experienced crews, you begin your operation.

You quietly followed the kidnappers to a hanger, they seems to be waiting for their accomplices to pick them up. The pirates have control of this area, evident by the few uniformed dead body on the ground.

""Miss Xihe, someone paid good price for ya"" A pirate grabbed Xihe by the chin, but before he could do anything, he was bitten on the hand, forcing him to let go. ""You perverts, keep your dirty hands away from me! Or better yet, cut it off!"" Even with her arms and legs tied, Xihe's expression remains one of anger. The pirate is also furious, just as he raised his hand to slap her, another hand stopped her, ""Don't break the good, the boss wants her unharmed."" Another pirate grabbed the man's hand, his voice calm, as though used to this kind of business. 

After giving Xihe a glare, they went about their business. You know this is an excellent opportunity, and your squad is in position. 
",10:mimikko_xihemeet_4:Continue,,,
mimikko_xihemeet_5,DialogOptionSelected,$option == mimikko_xihemeet_4,,"In an instant, gunshots rang out, followed by sounds of body hitting the floor. Two of your squamates gave each other a high-five before searching for more pirates.

You immediately went to check on Xihe, after removing her blindfold, she gazes at you with her red eyes, tear in the corner of her eyes. Xihe's body and hair are covered by explosion left from the earlier explosion, you agilely dodged another bite from her when you removed her gag. ""You insect, trash, you are worse than insect!"" She seems to have mistake you to be in cahoots with the pirates. You said nothing and helped untie her, before giving you a brief introduction of yourself.
",10:mimikko_xihemeet_5:I am no pirate,,,
mimikko_xihemeet_6,DialogOptionSelected,$option == mimikko_xihemeet_5,,"You look at her with your hands on your hip, after hearing your explanation, she no longer shows you the massive hostility from before, but she maintained her tone ""Fine, fine, annoying......I get it you are not a bad guy"" She look to the side; her body slide down the wall, her expression now seems helpless.

Seeing the area around is clear, you called your officer to take you out of here. The others begin to secure the perimeter, you just need to wait for a shuttle to take you from this corpse filled place.

You look at Xihe, despair filled her eyes. You can't really leave her here with a gang of pirates looking for her, so you gave her an invitation.
","10:mimikko_xihemeet_6:Your song is beautiful, but this place isn't safe, I can provide you with a place to stay. ",,,
mimikko_xihemeet_7,DialogOptionSelected,$option == mimikko_xihemeet_6,,"Xihe give a light hmm, and then stood up to organize her cloths. Xihe's cloth have many finely embroidered four-feather patterns like the ones on her dress, and on her neck is a small red gem glowing faintly. ""You really are quite a decent guy..."" Her peripheral vision notices your smirk, she immediately adds ""but still a pervert.""

A small shuttle from the outside interrupted your conversation with Xihe, a scan indicates this isn't the one to pick you up. The hatch open and a bald guy came out, after looking at your squad and the pile of pirate corpse, he ran back into the shuttle and started the engine.

""He's a pirate, shoot him!"" A marine shouted, but your light weapon cannot do much to a transport shuttle, and it quickly escaped.
",10:mimikko_xihemeet_7:Continue,,,
mimikko_xihemeet_8,DialogOptionSelected,$option == mimikko_xihemeet_7,Mimikko_xihemeet_enemyfleetspawn,"Soon after the shuttle escaped, a new shuttle arrived, this is the one to pick you up. However, your first officer also radioed in, a group of pirates is approaching you, with sizable number of ships. Looks like you will have to hurry, you quickly grabbed Xihe's hand into the shuttle, and your squad skillfully climbed in and the shuttle took off from this place. You notice Xihe's expression is a bit strange.

Xihe smiled with her eyes closed, then she put on a serious and scary expression and spoke to you ""Say, don't you have some work to do?"" You look at the hand you've been holding, it is so delicate and tender, looking up you see Xihe's stern smile at you. Truly her personality doesn't match her looks. You quickly let go, and Xihe looked like she doesn't want to look at you either, and took out a handkerchief to wipe your hand. ""We aren't familiar enough to hold hands like that...hmph"" she said quietly, just enough for you to hear.
",10:mimikko_xihemeet_8:Return to the bridge,,,
mimikko_xihemeet_9,DialogOptionSelected,$option == mimikko_xihemeet_8,"mmAddOfficer xihe
$global.xihemeet = true","After returning to the bridge, you immediately returned to the command room, the display show a pirate armada quickly approaching your position, it seems you have to either fight head on or quickly escape.

After giving your order, you returned to the bedroom to check on Xihe, after all, she's been complaining about how the place is so dirty and messy since she got here. You hear the song from the beginning behind the door, though it is simply a hum, you are sure that is the same song, right and proper. ""You! I almost choked."" Xihe was startled by your entrance ""Are you some kind of prankster?"" There is no longer malice in her voice, it seems that's just her personality, you wonder how to live with her in the future.
",100:defaultLeave:Time to deal with the pirates,,,
,,,,,,,,
,,,,,,,,
#卡斯特莉莉和卡斯特莉娅,,,,,,,,
mimikko_kasutaririmeet_1,OpenInteractionDialog,"!$global.kasutaririmeet score:9999
$market.isPlayerOwned
mmOfficerNumtest 8",mmSetoptioncolor mimikko_kasutaririmeet_1 198 223 238,"You are more tired than usual today, maybe it is best to rest early.",10:mimikko_kasutaririmeet_1:Go rest,,,
mimikko_kasutaririmeet_2,DialogOptionSelected,$option == mimikko_kasutaririmeet_1,,"You draf your exhausted body to bed, quickly falling asleep after jumping into bed. ",10:mimikko_kasutaririmeet_2:Continue,,,
mimikko_kasutaririmeet_3,DialogOptionSelected,$option == mimikko_kasutaririmeet_2,,"...
...
...",10:mimikko_kasutaririmeet_3:Continue,,,
mimikko_kasutaririmeet_4,DialogOptionSelected,$option == mimikko_kasutaririmeet_3,,"""Your Honor...wake up"" you opened your drowsy eyes and removed the hat on your head, but the hat don't feel right. Your firm but soft cloth hat turned into a straw hat, the bright sunlight makes it hard to open your eyes. What is this place?

You are not on the bridge, not on your bedroom, but you are surrounding by comfortable temperature and air, and the building around you are humble and ancient. You crawl up from the straw pile and patted yourself, your cloths have also turned into simple fabrics. You still cannot figure out what is going on, as you tried to call your first officer, you realize your implant is no longer working, or rather, your implant has disappered.

""Your Honor..."" Thes sound appeared again, you look beside you and saw a child with silver blue hair looking up at you, a horn in the center of forehead catches your attention. THe girl's eyes seems to be glowing like stars, a halo-like object is over her head, not to mention she even has a pair of wings behind her back ""Go find big sister...""She didn't wait for your response, with a blink, the child is gone. Your surrounding is silent, with only a faint sound of wind. ",10:mimikko_kasutaririmeet_4:What is this aabout,,,
mimikko_kasutaririmeet_5,DialogOptionSelected,$option == mimikko_kasutaririmeet_4,,"You walk around aimlessly, though people can be seen all around the village, you cannot see their apperance. Or rather, these people has no face. You tried to talk a few of them, but they did not respond, they go about their business as though they cannot see you.

Everything is so primitive here, there are no sign of modern science in this place. Everyone seems to be operating at the level of an ancient agricultural society, there are no busily lit streets, no tripad all over the place, without the convenience of your implant, you felt a sense of helplessness you have not felt before. 

Suddenly, a hand patted your shoulder ""Ehe, here you are~""
",10:mimikko_kasutaririmeet_5:Continue,,,
